No,Pengguna,Waktu,Ulasan,Label
3976,MI,2021-12-12 13:25:57,Good,Positif
3977,HH,2021-12-12 13:28:09,Mantap saya suka saya beri bintang 4 aja👍👍,Positif
3978,TC,2021-12-12 13:31:56,Susah isi tanggal lahir,Negatif
3979,JA,2021-12-12 13:34:17,sangat baik,Positif
3980,SB,2021-12-12 13:37:11,"Bermanfaat ,Aman dn Nyaman",Positif
3981,EN,2021-12-12 13:37:54,"Sudah terimakasih. Saya sudah vaksin tp setelah diklik sertifikat vaksin, tp tulisannya ""sertifikat belum tersedia"" ini kenapa ya? Tlg di perbaiki lg aplikasi ini skrg sudah jadi kebutuhan untuk berpergian! Kl sudah support saya ganti ratingnya nanti",Negatif
3982,FD,2021-12-12 13:39:35,berguna aja,Positif
3983,AL,2021-12-12 13:40:30,oke,Positif
3984,MR,2021-12-12 13:43:20,Saya sudah vaksin kenapa tidak muncul .. sangat mengecewakan,Negatif
3985,YN,2021-12-12 13:44:42,Buruk aplikasinya masa sdh di vaksin susah masuk sertifikatnya,Negatif
3986,EK,2021-12-12 13:45:21,"ribet dan sulit .. 👎,,cuma ngabisin anggaran negara saja .. 🤦",Negatif
3987,RW,2021-12-12 13:47:06,"Sudah log in mau cek sertifikat selalu lngsung keluar sendiri gk bisa mau klaim juga gk bisa👎👎 , sudah dicek tiap hari tetep gitu trus",Negatif
3988,YF,2021-12-12 13:47:33,Error,Negatif
3989,DS,2021-12-12 13:47:56,"Aplikasi ribet, klaim sertifikat susah. Hrus isi tgl vaksin & isi captcha rumit Kasihan masyarakat awam. Mohon jgn mempersulit",Negatif
3990,L,2021-12-12 13:49:07,app gak jelas,Negatif
3991,AD,2021-12-12 13:49:51,Bagus,Positif
3992,S,2021-12-12 13:52:20,Saya mau cek kartu vaksin gk bisa...kayak mana caranya,Negatif
3993,SK,2021-12-12 13:54:49,"Suka ngeclose sendiri, ngerusak mood aja😡",Negatif
3994,DNS,2021-12-12 13:55:01,Oke,Positif
3995,PS,2021-12-12 14:02:41,Mantap,Positif
3996,PS,2021-12-12 14:03:16,"Aplikasi GK guna,,di suruh ulang-ulang trz,, habis di isi lansung keluar sendiri",Negatif
3997,MF,2021-12-12 14:07:40,Tidak bisa masuk aplikasi. Setiap masuk langsung berhenti keluar sendiri,Negatif
3998,SR,2021-12-12 14:13:43,KAGAK JELAS. NIAT MEMPERMUDAH APA KAGAK INI PEMERINTAH. CUMAN SEKEDAR KLAIM SERTIFIKAT AJA SUSAH.,Negatif
3999,PTH,2021-12-12 14:18:44,"Aplikasih nyusahin, yg bikin ini aplikasih orang tolol.",Negatif
4000,MLPUB,2021-12-12 14:21:55,👍🏻,Positif
4001,IW,2021-12-12 14:27:09,Bnyk membantu untuk info dll,Positif
4002,PR,2021-12-12 14:28:52,Sangat membantu,Positif
4003,KK,2021-12-12 14:33:42,Kenapa sangat sulit untuk mendaftarkan nik saya ke aplikasi,Negatif
4004,INR,2021-12-12 14:42:55,Good,Positif
4005,AGD,2021-12-12 14:48:01,cuma mengeluh di bagian bikin tanggal lahir ya ribet bnget gimna yang umur 54 thn ngetuk layar ya bisa bisa sebulan haha,Negatif
4006,IA,2021-12-12 14:57:29,Sudah vaksin ke dua dan muncul sertifikat. Dan sekarang tiba2 ilang ngga muncul sertifikatnya,Negatif
4007,MJ,2021-12-12 15:01:33,Aplikasi bagus dan sangat membantu,Positif
4008,TF,2021-12-12 15:08:57,"perbaiki lagi BUG nya..,",Negatif
4009,PNST,2021-12-12 15:11:26,Jelek sekali aplikasinya susah banget MB masuk,Negatif
4010,NN,2021-12-12 15:12:47,"Oke Tapi suka error terus, tolong lebih di tingkatkan lagi kualitasnya apk ini",Negatif
4011,DH,2021-12-12 15:17:23,Waktu verifikasi robot udah coba kurang lebih 15 kali gak bisa bisa. Waktu pemilihan tanggal lahir dan vaksin juga ribet,Negatif
4012,AM,2021-12-12 15:19:15,"Saya sudah vaksin kedua tapi sampai saat ini sertifikat tidak muncul, dan setiap scan selalu gagal",Negatif
4013,IS,2021-12-12 15:19:39,"K"" kok gak bisa login sih padahal aku sudah vaksin 2 kali loh percuma dong kalo gitu kita vaksin terus aplikasi nya ngak bisa digunakan 🙂",Negatif
4014,SC,2021-12-12 15:27:40,"Download saja susah, error",Negatif
4015,BW,2021-12-12 15:29:01,Sekalian aja di dalam nya apk jamsotek kesehatan/ketenaga kerjaan/jmo/ npwp/Bansos.KIP.,Positif
4016,GB,2021-12-12 15:29:47,Ok,Positif
4017,JS,2021-12-12 15:40:11,Sangat bagus sekali,Positif
4018,SA,2021-12-12 15:55:00,Apk tidak jelas,Negatif
4019,LP,2021-12-12 16:00:20,Bagus untuk kesehatan,Positif
4020,FA,2021-12-12 16:02:44,"Apa untungnya sih download apk ini, Gk ada paedahnya,, Gk guna",Negatif
4021,HT,2021-12-12 16:03:14,"Aplikasi nya pada bagia lihat sertifikat vaksin langsung force close, secara UX juga ribet, mohon utk di research kembali bagaimana UX nya ga ribet. Terimakasih",Negatif
4022,NJ,2021-12-12 16:03:30,uda di update tapi menu PASPOR DIGITAL ga muncul. ga bisa cek hasil swab huhuhu😭😭😭😭,Negatif
4023,NA,2021-12-12 16:03:55,Aplnya mantap!,Positif
4024,KR,2021-12-12 16:09:32,setelah update kartu vaksin hilang..mau klaim sertifikat vaksin captax sampai berkali dan gambar buram g jelas ..salah terus sampai bosan...di permudah dong ini aplikasi lho..kok ribet bgt yak,Negatif
4025,VR,2021-12-12 16:15:48,OK,Positif
4026,CM,2021-12-12 16:18:56,sertifikat vaksin saya tidak tersedia,Negatif
4027,TWA,2021-12-12 16:28:38,Aman,Positif
4028,NM,2021-12-12 16:49:56,Lumayan bagus sih menurut saya Iya. .. smoga dengan adanya aplikasi ini saya bisa memantau/ngecek info2 tentang vaksinasi COVID 19,Positif
4029,SM,2021-12-12 16:51:40,"Saya sudah vaksin, ke dua nya bulan Juli 2021 , sampai saat ini tidak bisa muncul hasilnya ..ber putar2 terus",Negatif
4030,NA,2021-12-12 16:52:01,Mantap,Positif
4031,NA,2021-12-12 16:54:22,ok,Positif
4032,B,2021-12-12 17:00:59,Masih banayak menu krusial yang sebenarnya paling di pake malah gagal,Negatif
4033,RA,2021-12-12 17:06:08,Aplikasi taik..tahap2 nya banyak yg ribet..,Negatif
4034,EN,2021-12-12 17:10:22,"Aplikasi yg mempersulit dan membingungkan, mau cek sertifikat vaksin ga bisa-bisa d puter-puter terus dengan gambar ""saya bukan robot"" dan alhasil gagal terus",Negatif
4035,BD,2021-12-12 17:14:54,Mantap terima kasih pedili lindungi,Positif
4036,SY,2021-12-12 17:35:57,Langsung bintang lima,Positif
4037,CJC,2021-12-12 17:40:17,"Berkat aplikasi ini saya bisa jalan-jalan, terbang, makan-makan, nongkrong, nonton, nonton balapan, dll. Terima kasih korona 😊.",Positif
4038,OAC,2021-12-12 17:41:54,"apk ribet banget..niat gak sih bikin apkny min?,klau apknya bkin susah kita lbih baik delete aja ini apk,,!!gk brmutu., kita mau bkin akun.,pengisian tanggal lahir tdak bisa di ketik. sampainya nenek moyang hidup lagi baru bisa ktemu tanggal lahirnya.,apalgi kita yg klahiran 90 an😡😡.,",Negatif
4039,SO,2021-12-12 17:54:46,"Min ini kenapa yah keterangan tiket vaksin saya tidak berubah² yang seharusnya kan keterangan nya sudah vaksin lah ini masih no tiketnya aja, padahal sertifikat vaksin sudah masuk data diri juga udah. Al hasil pas check in di mall keterangannya belum vaksin / warna merah. Tapi pas saya cek di website keterangan tiket vaksinnya sudah vaksin. Sudah lapor sana sini katanya gpp nanti juga ganti tapi udah 2 Minggu tetep sama. Gak berubah²",Negatif
4040,IM,2021-12-12 18:02:47,"Vaksin pertama pas melakukan pendaftaran berhasil tapi tidak lama kemudian ko'hilang sendiri pas aku periksa status vaksin mlah kluar tulisan maaf anda belum melakukan vaksin begitu,pdahal saat daftar udah berhasil dosis vaksin pertama udah kluar tapi kenapa hilang sendiri? Dta ssuai nik and no HP smua udah bnar,awal nya berhasil k0'pas mlakukan vaksin pertama status dosis vaksin pertama kluar tapi pas mlakukan vaksin kdua,status dosis vaksin pertama nya hilang..",Negatif
4041,GS,2021-12-12 18:03:30,Baru mulai,Positif
4042,I,2021-12-12 18:06:15,bukan mempermudah malah mempersulit mau masuk aja sulit captcha salah apaan dikira saya robot apa gimana?? gak bisa masuk,Negatif
4043,AS,2021-12-12 18:08:54,"Aplikasi ribet, susah diakses.",Negatif
4044,WK,2021-12-12 18:15:31,Sangat membantu,Positif
4045,AK,2021-12-12 18:31:49,Nama vaksin masyarakat awam gak ngerti. Chapta juga merepotkan dan menjengkelkan. Nik aja sama kode sms. Gak guna. Mending di hapus,Negatif
4046,DK,2021-12-12 19:05:12,Sangat bagus,Positif
4047,LL,2021-12-12 19:06:37,Semua rakyat Indonesia mungkin sudah instal tapi apalah aplikasi tidak berkerja dengan baik gagal scand jadi gagal melindungi rakyatnya malah bikin ribet aktifitas diluar.,Negatif
4048,RR,2021-12-12 19:37:57,Terbaik versi saya,Positif
4049,DM,2021-12-12 20:09:42,Oky,Positif
4050,II,2021-12-12 20:26:37,Aq suka bgt ini aplikasi,Positif
4051,H,2021-12-12 20:48:33,"Kenapa setelah update, serfikat vaksin jadi tidak muncul, minta verifikasi chapta pakai gambar salah terus, kenapa tidak pakai nomor saja verifikasinya..pembaruan malah makin sulit bukan makin gampang, 😷🤭🤕",Negatif
4052,AF,2021-12-12 21:18:53,Lindungi,Positif
4053,PP,2021-12-12 21:29:17,Tolong dong di perbaiki aplikasinya yg bikin ribet tuh tanggalnya aja,Negatif
4054,NAR,2021-12-12 21:41:33,Perbaiki masalah recaptha yg suka error,Negatif
4055,JS,2021-12-12 21:48:11,Oke,Positif
4056,YZ,2021-12-12 22:00:52,Mantap,Positif
4057,BMA,2021-12-12 22:09:52,Seharusnya disediakan fitur untuk bisa membatalkan tiket vaksin agar tidak mempersulit orang!!!!!,Negatif
4058,RN,2021-12-12 22:28:45,Ok,Positif
4059,NJ,2021-12-12 22:40:20,Aturan2 perjalanan sebaiknya up to date,Negatif
4060,AR,2021-12-12 22:43:37,Server super lemot,Negatif
4061,TLT,2021-12-12 22:45:29,Sangat membatu,Positif
4062,MK,2021-12-12 23:14:37,Aplikasi sangat membantu,Positif
4063,JJ,2021-12-12 23:29:34,Susah mau daftar. Gmn mau lihat vaksin nya. Udah pas semua masih gagal terus.,Negatif
4064,I,2021-12-12 23:43:53,Cuma formalitas aja,Negatif
4065,AS,2021-12-12 23:45:20,Jgn sering di update ....kalo dh mendingan,Negatif
4066,FB,2021-12-12 23:54:54,Good info,Positif
4067,DS,2021-12-12 23:57:11,Saya ga bisa pake aplikasi ini. Soalnya saya belum faksin,Negatif
4068,RO,2021-12-12 23:59:36,Setelah di update malah di kamera nya gagal terus mendingan tidak di perbaharui,Negatif
4069,KM,2021-12-12 23:59:57,Aplikasi paling buruk yang pernah ada Sagat buruk,Negatif
4070,BT,2021-12-13 0:07:07,Bagus,Positif
4071,FP,2021-12-13 0:10:24,"Ga bisa login, no hp ga muncul, email juga ga bisa muncul angkanya",Negatif
4072,AN,2021-12-13 0:10:59,"Versi terbarunya tdk bisa melihat zonasi wilayah hitam,merah,kuning atau hijau",Negatif
4073,AL,2021-12-13 0:14:35,Cukup bagus,Positif
4074,DS,2021-12-13 0:14:39,Aplikasinya perlu di up..utk nyari thn/tgl lahir kadang2 tdk mau..bikin afk yg canggih boss,Negatif
4075,BAC,2021-12-13 0:24:07,Ok,Positif
4076,NIL,2021-12-13 0:27:29,"Kadang Susah membuka Situs ""PEDULI LINDUNGI""/ 13-12-21",Negatif
4077,BA,2021-12-13 0:32:28,ok,Positif
4078,JM,2021-12-13 0:45:50,Tolong kalau bikin aplikasi untuk jalan jalan jangan menggunakan data karena akan kesusahan jika tidak ada kuota,Negatif
4079,II,2021-12-13 1:05:37,Aman,Positif
4080,SR,2021-12-13 1:23:50,Aplikasi nya tidak bagus masa udah di isi semua masa ngak bisa dibuka malah tulisannya bug bagaimana sih tolong ya diperbaiki peduli lindungi soalnya sulit buat pergi tapi malah peduli lindungi nya gak bisa dipakai,Negatif
4081,AI,2021-12-13 1:24:46,"Peduli lindungi keren,mantap....👍👍👍",Positif
4082,FO,2021-12-13 1:26:33,"Saya sudah Vaksin ke-2 tapi mau klaim Vaksin sertifikat gagal gagal terus, tolong aplikasi ini dipermudah lagi, buat nyaman bagi penggunanya!!!",Negatif
4083,A,2021-12-13 1:42:13,"Saya sudah vaksin 2 kali tapi sertifikat vaksinnya tidak muncul dan aplikasi nya bilang saya belum vaksin. Apa gunanya saya vaksin 2 kali, sedangkan teman - teman saya sudah dapat saya belum. Tolong ya bagaimana caranya.",Negatif
4084,YK,2021-12-13 1:42:40,CAPTCHA NYA NGESELINNNNNNNNNNNNNNNN GAK BERHASIL,Negatif
4085,NFS,2021-12-13 1:45:34,Gimana dah mau cetak sertifikat vaksin susah kali pake aplikasi ini,Negatif
4086,JS,2021-12-13 1:48:47,Sangat berguna sekali tapi kenapa yah dihp saya aplikasinya g bisa dibuka selalu ada tulisan sayangnya aplikasi berhenti,Negatif
4087,ER,2021-12-13 1:52:59,Susah nya,Negatif
4088,GG,2021-12-13 1:55:12,"Aplikasi gak bisa diunduh kok dianjurkan, atau pihak IM3nya yg kurang dukung Program Pemerintah ya kira""?",Negatif
4089,TT,2021-12-13 1:56:19,Bagus membantu,Positif
4090,S,2021-12-13 1:58:49,Aplikasi sampah,Negatif
4091,FF,2021-12-13 2:04:28,Keren banget,Positif
4092,AM,2021-12-13 2:04:55,Good job,Positif
4093,AR,2021-12-13 2:12:40,Aplikasi ini bagus sekali,Positif
4094,MA,2021-12-13 2:15:34,Apk ga guna') Udh berapa kali pgn claim surat vaksin aja ga bisa!,Negatif
4095,AG,2021-12-13 2:17:06,"Aplikasi apaan? Kok gak bisa klaim sertifikat, pke chaptcha segala udah ribet bisa kaga 👎",Negatif
4096,NMC,2021-12-13 2:17:47,Gimana sih udah sering di update.. Giliran mau masuk ke ruang pelayanan publik harus scan barcode tapi aplikasi ga bisa masuk dan sertifikat tidak tersedia 😌,Negatif
4097,SD,2021-12-13 2:18:59,Ok banget,Positif
4098,GA,2021-12-13 2:25:45,Coba saya download kalau ok nanti tak tambahi bintangnya,Positif
4099,KN,2021-12-13 2:29:13,Hanya karena keharusan,Positif
4100,MS,2021-12-13 2:31:38,NKRI... Sehat,Positif
4101,D,2021-12-13 2:32:54,"Baru aja dowload ribet amat mempersulit,yg bikinnya siapa apa kurang pengembangan",Negatif
4102,MC,2021-12-13 2:35:34,"Pas daftar harus mencet"" tanggalnya gabisa di ketik langsung",Negatif
4103,SP,2021-12-13 2:37:12,Bagus sangat membantu,Positif
4104,SA,2021-12-13 2:41:18,Susah,Negatif
4105,FF,2021-12-13 2:43:10,Mantap,Positif
4106,THP,2021-12-13 2:44:22,Cocok bos,Positif
4107,MH,2021-12-13 2:44:50,Lumayan,Positif
4108,AS,2021-12-13 2:45:21,"Tidak bisa ditolak, kemanapun aku pergi disitu kau peduli",Positif
4109,FK,2021-12-13 2:45:37,Percuma di update belum juga selesai udah keluar sendiri udah gitu buat ulang lagi,Negatif
4110,AM,2021-12-13 2:46:51,Bisa buka apk ny di rubah pake kuota apk aja .soal ny buka ny hrs kuota yang unlimitade,Negatif
4111,A,2021-12-13 2:47:26,Banyak bug bisa dibilang hampir gk guna bolak balik login RIBET Padahal namanya aplikasi digunakan untuk mempermudah ini sumpah RIBET banget!,Negatif
4112,RO,2021-12-13 2:47:34,setelah pembaruan malah tidak bisa di buka sampai sekarang gk bisa di buka pada android lolipop juga gk bisa di buka. semakin kecewa,Negatif
4113,AG,2021-12-13 2:47:54,good job,Positif
4114,AA,2021-12-13 2:48:47,susah amat loginnya,Negatif
4115,TH,2021-12-13 2:48:51,Gk bisa downlod,Negatif
4116,TS,2021-12-13 2:53:25,"Pelayanan terhadap warga masyarakat betul - betul harus di laksanakan dengan baik , pengarahan kepada warga masyarakat yg tidak.mengerti .",Negatif
4117,A,2021-12-13 2:59:43,Banyak errornya... perlu pembenahan segera... itu saran saya.,Negatif
4118,RSH,2021-12-13 3:00:52,Aplikasi ini belum siap !!!! Pelajari dulu cara buat aplikasinya Baru bikin !!!! Menghambat saja .. !!!!,Negatif
4119,RMS,2021-12-13 3:01:17,"Mohon perbaiki lagi aplikasinya. Setiap kali check-in ke tempat publik selalu saja error, sudah vaksin dua kali namun hanya sertifikat vaksin pertama yang keluar. Sekali lagi mohon diperhatikan dan diperbaiki betul. Terima kasih",Negatif
4120,BN,2021-12-13 3:03:04,"Amplikasi yg menjengkelkan .amplikasi engak jelas .sangat merugikan masyrakat ,masyrakat di paksa patuh aturan harus punya sertifikat vaksin ,setelah ikut di vaksin sertifat engak bisa di unduh di amplikasi peduli lindungi .jangan maksa masyrakat patuh aturan kalau pemerintah tidak bisa memberikan pelayanan yg buat masyarakatnya .hanya untuk mencetak sertifikat faksin aja di persulit .",Negatif
4121,SR,2021-12-13 3:08:18,Very Good.,Positif
4122,RS,2021-12-13 3:09:01,Bapak Anies Baswedan Tolong ya kalo anda Mao terlihat modern aplikasi diperbaiki ini eror mulu mending apus aja ini aplikasi,Negatif
4123,SA,2021-12-13 3:13:16,Keren,Positif
4124,LW,2021-12-13 3:15:29,"Udah Isi Semua Di ""Riwayat & Tiket Vaksin"", Udh Ceklis Hijau Dgn Tulisan ""Dosis Pertama"" Pas Ke Status Vaksin Nya Ko Gada Gambar Nya? Cuma Putih Doang, Udh Berkali Kali Di Coba Tp Gabisa, Tolong Di Perbaiki Lagi Yaa",Negatif
4125,VA,2021-12-13 3:17:49,"Orang yg mengalami penyakit bawaan tidak bisa beraktivitas, gara2 ada aplikasi ini. Melanggar HAM, org lain dalam beraktivitas. Kemana2 di batasi.",Negatif
4126,NZ,2021-12-13 3:20:07,"Merepotkan, buatlah aplikasinya stidaknya tdk membuat pengguna kesulitan, mekanisme yg di gunakan membuat saya sbgai pengguna mrsa ini hnya aplikasi SPAM👎👎👎",Negatif
4127,JN,2021-12-13 3:29:35,God apk,Positif
4128,CH,2021-12-13 3:30:57,Sertifikat gw blum kluat,Negatif
4129,PR,2021-12-13 3:32:04,"Gimana sih terlalu ribet dan terlalu banyak banget captcha nya, ini aplikasi dipake banyak orang, tolong diperbaiki lah",Negatif
4130,SB,2021-12-13 3:48:04,Ok,Positif
4131,PO,2021-12-13 3:51:28,Good,Positif
4132,MA,2021-12-13 3:58:04,Good,Positif
4133,ES,2021-12-13 3:58:13,Gk jelas app ini,Negatif
4134,SF,2021-12-13 3:59:42,Susah amat kita download aplikasi pedulilindungi,Negatif
4135,FK,2021-12-13 4:02:17,Susah bgt mau sertivikasinya apa karna jaringan sibuk 🤣,Negatif
4136,AS,2021-12-13 4:06:52,Hasil proyek yg gajelas hasilnya 😂,Negatif
4137,SY,2021-12-13 4:15:17,Butuh,Positif
4138,AS,2021-12-13 4:15:57,Baik,Positif
4139,SP,2021-12-13 4:17:25,Aplikasi bikin susah... Saya sudah vaksin.. Log-in menggunakan no telepon kok ga bisa.. Rusak,Negatif
4140,HP,2021-12-13 4:21:10,Aplikasi aneh...vaksin saya sudah lengkap 1 & 2... Tapi saat gunakan aplkasi peduli lindungi malah bilang lokasi buatan,Negatif
4141,DP,2021-12-13 4:21:32,Udah vaksin tpi giliran d cek setifikatnya gak muncul gak jelas,Negatif
4142,NH,2021-12-13 4:24:55,"Aplikasi ini sngat membantu, terimakasih",Positif
4143,S,2021-12-13 4:31:04,Aplikasi bangsat,Negatif
4144,IR,2021-12-13 4:32:27,Maju bersama untuk indonesia,Positif
4145,IS,2021-12-13 4:33:45,"Susah login woy, Keluar trus",Negatif
4146,WY,2021-12-13 4:36:56,"Masi sering error, sertifikat tidak muncul",Negatif
4147,HT,2021-12-13 4:37:03,Kemarin bisa dibukak sertifikasinya sekarang nggk bisa,Negatif
4148,WP,2021-12-13 4:42:49,Kurang efektif untuk ngatur tgl lahirnya,Negatif
4149,PAP,2021-12-13 4:45:27,Bermanfaat,Positif
4150,AE,2021-12-13 4:48:55,"Update ke versi terbaru. Sertifikat vaksin langsung hilang. Hadeh, cacat",Negatif
4151,AG,2021-12-13 4:51:36,Susah banget prosesnya,Negatif
4152,DP,2021-12-13 4:54:07,Iyo ngebid,Positif
4153,SS,2021-12-13 4:55:42,Tidak Bisa Login / Scan Barcode,Negatif
4154,YF,2021-12-13 4:57:17,Josst,Positif
4155,MS,2021-12-13 5:00:59,Mantap apl ini.............,Positif
4156,YWP,2021-12-13 5:01:19,Kenapa setiap scan masuk tempat/lokasi selalu pakai izinkan pakai kamera? Padahal mah cukup sekali aja,Negatif
4157,AS,2021-12-13 5:07:10,Bagus,Positif
4158,SK,2021-12-13 5:11:07,Mempermudah dan mempercepat program pemerintah,Positif
4159,IM,2021-12-13 5:11:40,Lumayan,Positif
4160,LS,2021-12-13 5:11:44,Bagus,Positif
4161,AN,2021-12-13 5:14:34,Bgs skali apk nya,Positif
4162,B,2021-12-13 5:20:01,Saya mau klaim setifikat vaksin tapi pas captcha salah terus padahal saya rasa sudah benar.. Saya ulang 4 kali sama saja.,Negatif
4163,TH,2021-12-13 5:26:13,muantap,Positif
4164,FRH,2021-12-13 5:27:04,"Klaim sertifikat vaksin dosis ke 2 gagal trs, dah di isi lengkap. Captcha salah trs. Vaksin 17 nov yg lain sdh keluar knp punya saya blm.",Negatif
4165,PZ,2021-12-13 5:28:13,Sudah berbulan bulan sertifikat vaksin ke 2 saya ga nongol nongol,Negatif
4166,SS,2021-12-13 5:31:41,"Buruk aplikasinya,,susah banget,,sangat2 buruk",Negatif
4167,SH,2021-12-13 5:41:10,Buat foto profil aja GK bisa...aplikasi payah,Negatif
4168,RS,2021-12-13 5:47:43,Jelek banget aplikasinya. Tidak berguna. Sudah banyak yang kasih masukan tapi tidak dilakukan perubahan.,Negatif
4169,FSWI,2021-12-13 5:49:38,"Untuk developer, tolong perbaiki aplikasi ini soalnya bikin hape panas dan baterai cepet habis. Susahnya kalo pas dlm keadaan mendesak: batrai tinggal dikit, tp pas mau masuk ke fasilitas umum, harus pake aplikasi ini..Trims..",Negatif
4170,NPA,2021-12-13 5:50:39,Bagus,Positif
4171,RSH,2021-12-13 5:51:58,Senang,Positif
4172,JNUJ,2021-12-13 5:53:27,Apk aneh sering error gak jepas,Negatif
4173,MKF,2021-12-13 5:54:10,ga bisa klaim sertifikat vaksin!!!!,Negatif
4174,KS,2021-12-13 5:57:26,Kadang suka error kalo mau scanbarcode dan foto profile nga bisa di uplod,Negatif
4175,F,2021-12-13 6:00:53,WellDone,Positif
4176,SW,2021-12-13 6:01:03,Ribet,Negatif
4177,UN,2021-12-13 6:08:05,"Lumayan,hebat 10!.",Positif
4178,RU,2021-12-13 6:09:02,Bangsa yang ga akan maju karena program-program ga penting,Negatif
4179,MZ,2021-12-13 6:09:51,aplikasi payah,Negatif
4180,H,2021-12-13 6:10:50,"Sumpah verifikasi nya susah banget, buat verifikasi saya bukan robot aj sampe 20 kali lebih",Negatif
4181,MAS,2021-12-13 6:19:47,Aplikasi sangat membatu jadi gaperlu bawa. Kertas untuk nunjukin surat keterangan vaksin,Positif
4182,DD,2021-12-13 6:20:07,Ok,Positif
4183,HD,2021-12-13 6:21:03,Di update gak bisa masuk yesek deh.mana gak dikasih surat vaksin app error.,Negatif
4184,JA,2021-12-13 6:23:15,"Saya sudah vaksin pertama tapi saya cek di pedulilindungi ga ada,,masa saya harus vaksin pertama lagi ???",Negatif
4185,WW,2021-12-13 6:29:37,Bagus apknya,Positif
4186,YP,2021-12-13 6:29:44,"Setelah di update malah gak bisa dibuka,selalu muncul tulisan pedulilindungi telah berhenti.",Negatif
4187,ID,2021-12-13 6:37:19,Ok,Positif
4188,SL,2021-12-13 6:40:18,Jelek,Negatif
4189,AN,2021-12-13 6:42:37,Sertifikat gua gaada yang ke 2 mana nih hmmmm,Negatif
4190,MS,2021-12-13 6:43:32,Dengan apl peduli lindungi semakin memberikan kemudahan dalam pelayanan pasca vaksinasi untuk mendapat sertifikat untuk dapat keruang publik...😀,Positif
4191,MM,2021-12-13 6:43:37,Best,Positif
4192,ZA,2021-12-13 6:47:10,"aplikasi yang sangat buruk tak layak untuk di gunakan,Saya sudah vaksin ,sertifikat vaksin tidak ada ..percuma pakai aplikasi ini ,sangat tidak dianjurkan untuk di download",Negatif
4193,AW,2021-12-13 6:58:49,Mumuaskan,Positif
4194,AA,2021-12-13 7:00:42,Kurang solutif,Negatif
4195,AW,2021-12-13 7:01:19,Udah lengkap biodata saya pas mau cek sertifikat vaksinasi malah bermasalah terus,Negatif
4196,KAK,2021-12-13 7:02:15,Gg,Positif
4197,BB,2021-12-13 7:14:23,Mamtab,Positif
4198,PJ,2021-12-13 7:15:37,Bagus dan memuaskan,Positif
4199,AT,2021-12-13 7:20:01,Aplikasi aneh udh vaksin tpi nda bisa daftar 🤬,Negatif
4200,RP,2021-12-13 7:20:05,internal server error,Negatif
4201,AH,2021-12-13 7:24:42,Saya sudah selesai vaksin ke dua. Tapi masuk aplks ini ga bisa2... katanya harus punya aplksi ini tapi masuk nya sulit.. harus nya di permudah donk.,Negatif
4202,LJ,2021-12-13 7:26:17,Aplikasi ini malah mempersulit tiap mau klaim srtifikat captha selalu salah pdhal udah bener ngisi nya,Negatif
4203,MR,2021-12-13 7:26:57,Mau log in aja susah.. verifikasi ga masuk2,Negatif
4204,IR,2021-12-13 7:27:44,Sangat baik&membantu tapi sayang terlalu lama selesai pendataan&sertivikat vaksinasi si pengguna.,Positif
4205,WA,2021-12-13 7:28:48,Bagus....untuk semua nya,Positif
4206,CI,2021-12-13 7:34:11,Percuma wajib aplikasi sedangkan aplikasinya tidak bisa masuk selalu server error,Negatif
4207,IM,2021-12-13 7:38:22,"Makin ke sini makin parah sering minta login ulang tp susaj buat login, gps sdh aktif tp msh d minta nyalakan lokasi mohon di perbaiki karena sebelum update g da masalah tp skrg sering eror",Negatif
4208,OL,2021-12-13 7:38:42,"Kenapa pada saat masukin data NIK KTP,, internal server error? Bagaimana bisa aplikasi punya pemerintah kok server nya eror? Mohon di perbaiki!!",Negatif
4209,AH,2021-12-13 7:38:57,coba dulu,Positif
4210,HW,2021-12-13 7:41:59,Ga bs masuk,Negatif
4211,LO,2021-12-13 7:42:37,Lah ga bisa login gimnaa sih . Mohon di perbaiki update an berikutnya,Negatif
4212,FW,2021-12-13 7:42:38,Kurang memuaskan,Negatif
4213,WKS,2021-12-13 7:46:16,puas,Positif
4214,PTDM,2021-12-13 7:46:22,Top mantap,Positif
4215,SE,2021-12-13 7:47:29,Aplikasi gak gunaaaa Aplikasi burik mending main ff,Negatif
4216,FM,2021-12-13 7:48:32,Mantap,Positif
4217,FD,2021-12-13 7:48:51,Gk bisa2 ngeklaim sertifikat Asyik gagal2 aja Menggeramkan,Negatif
4218,AS,2021-12-13 7:51:24,Bagus,Positif
4219,MF,2021-12-13 7:57:05,aplikasi apaa ni ge jlas bnget udh cba ini itu ttep aja g bisa,Negatif
4220,YJM,2021-12-13 7:57:10,Jelek tidak bisa digunakan,Negatif
4221,ZD,2021-12-13 8:01:25,Menyusahkan,Negatif
4222,MA,2021-12-13 8:02:54,"LU KIRA GAMPANG BUAT APLIKASI KAYA GINIAN, MENDING GA USAH.",Negatif
4223,PC,2021-12-13 8:03:16,aplikasi ini sangat bermanfaat,Positif
4224,AA,2021-12-13 8:03:31,Sy beri bintang dua.karna aplikasi yg mendukung tentang vaksin,Negatif
4225,ZM,2021-12-13 8:06:22,"Sudah sekitar 1 jam susah akses sertifikat vaksin. Tertera ""internal server error."" Tlng segera diperbaiki min... Lagi penting nih...",Negatif
